,Nation,Player,Position,Season,"reihenfolge ASC, saison_id DESC, verein_id ASC",Club(s),Squad,Apps,PPM,Goals,own goals,Substituted on,Substituted off,Yellow cards,Yellow/red cards,Red cards,Conceded goals,Matches without conceded goals,Minutes played
17120,Tunisia,MouezHassen,Keeper,12/13,Ligue 1,ogc-nizza,4,-,0,0,0,0,0,0,0,0,0,0,0
17121,Tunisia,FaroukBenMustapha,Keeper,17/18,Professional League,al-shabab-riad,26,26,"1,19",0,0,0,1,2,0,0,36,5,2.314'
17122,Tunisia,FaroukBenMustapha,Keeper,17/18,King's Cup,al-shabab-riad,3,3,"2,00",0,0,0,0,0,0,0,4,1,270'
17123,Tunisia,FaroukBenMustapha,Keeper,17/18,Saudi Crown-Prince-Cup ,al-shabab-riad,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
17124,Tunisia,FaroukBenMustapha,Keeper,16/17,Tunisian Cup,club-africain-tunis,5,5,"3,00",0,0,0,1,0,0,0,0,5,390'
17125,Tunisia,FaroukBenMustapha,Keeper,16/17,Ligue I Pro Playoff,club-africain-tunis,9,9,"1,44",0,0,0,0,1,0,0,10,3,810'
17126,Tunisia,FaroukBenMustapha,Keeper,16/17,Ligue I Pro,club-africain-tunis,14,13,"2,08",0,0,0,0,0,0,0,9,5,1.170'
17127,Tunisia,FaroukBenMustapha,Keeper,15/16,Tunisian Cup,club-africain-tunis,3,3,"2,00",0,0,0,0,1,0,0,3,1,300'
17128,Tunisia,FaroukBenMustapha,Keeper,15/16,Ligue I Pro,club-africain-tunis,11,10,"1,10",0,0,0,0,2,0,0,9,3,900'
17129,Tunisia,FaroukBenMustapha,Keeper,14/15,Tunisian Cup,club-africain-tunis,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
17130,Tunisia,FaroukBenMustapha,Keeper,14/15,Ligue I Pro,club-africain-tunis,30,30,"2,17",0,0,0,0,3,0,0,18,16,2.700'
17131,Tunisia,FaroukBenMustapha,Keeper,13/14,Ligue I Pro,club-bizertin,20,20,"1,00",0,0,0,0,3,0,0,13,11,1.800'
17132,Tunisia,FaroukBenMustapha,Keeper,2013,CAF-Champions League,club-bizertin,4,4,"1,00",0,0,0,0,1,0,0,3,2,360'
17133,Tunisia,FaroukBenMustapha,Keeper,12/13,Ligue I Pro,club-bizertin,12,12,"2,17",0,0,0,0,2,0,0,4,8,1.080'
17134,Tunisia,FaroukBenMustapha,Keeper,11/12,Ligue I Pro,club-bizertin,28,28,"2,18",0,0,0,0,4,0,0,23,10,2.520'
17135,Tunisia,FaroukBenMustapha,Keeper,10/11,Ligue I Pro,club-bizertin,23,23,"1,52",0,0,0,0,2,0,0,20,9,2.070'
17136,Tunisia,FaroukBenMustapha,Keeper,09/10,Ligue I Pro,club-bizertin,25,25,"1,36",0,0,0,0,4,0,0,33,6,2.250'
17137,Tunisia,FaroukBenMustapha,Keeper,08/09,Ligue I Pro,club-bizertin,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
17138,Tunisia,FaroukBenMustapha,Keeper,07/08,Ligue I Pro,club-bizertin,2,2,"0,50",0,0,1,0,0,0,0,1,1,144'
17139,Tunisia,Balbouli,Keeper,17/18,Professional League,al-batin,7,7,"1,00",0,0,0,0,0,0,0,19,1,630'
17140,Tunisia,Balbouli,Keeper,17/18,King's Cup,al-batin,1,1,"3,00",0,0,0,0,1,0,0,0,1,90'
17141,Tunisia,Balbouli,Keeper,17/18,Ligue I Pro,etoile-sportive-du-sahel,10,10,"2,10",0,0,0,0,0,0,0,7,5,900'
17142,Tunisia,Balbouli,Keeper,2017,CAF-Champions League,etoile-sportive-du-sahel,8,8,"2,13",0,0,0,0,0,0,0,9,4,720'
17143,Tunisia,Balbouli,Keeper,16/17,Ligue I Pro Playoff,etoile-sportive-du-sahel,10,10,"2,20",0,0,0,0,0,0,0,9,5,900'
17144,Tunisia,Balbouli,Keeper,16/17,Tunisian Cup,etoile-sportive-du-sahel,2,2,"1,50",0,0,0,1,0,0,0,0,2,210'
17145,Tunisia,Balbouli,Keeper,16/17,Ligue I Pro,etoile-sportive-du-sahel,9,8,"2,38",0,0,0,0,0,0,0,4,4,720'
17146,Tunisia,Balbouli,Keeper,15/16,Tunisian Cup,etoile-sportive-du-sahel,2,2,"1,50",0,0,0,0,1,0,0,2,0,180'
17147,Tunisia,Balbouli,Keeper,15/16,Ligue I Pro,etoile-sportive-du-sahel,25,23,"2,52",0,0,0,3,2,0,0,13,12,1.969'
17148,Tunisia,Balbouli,Keeper,2016,CAF-Champions League,etoile-sportive-du-sahel,3,3,"1,00",0,0,0,1,1,0,0,3,2,270'
17149,Tunisia,Balbouli,Keeper,15/16,CAF-Supercup ,etoile-sportive-du-sahel,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
17150,Tunisia,Balbouli,Keeper,14/15,Tunisian Cup,etoile-sportive-du-sahel,4,4,"3,00",0,0,0,0,0,0,0,5,1,360'
17151,Tunisia,Balbouli,Keeper,14/15,Ligue I Pro,etoile-sportive-du-sahel,26,26,"2,23",0,0,0,0,2,0,1,13,15,2.340'
17152,Tunisia,Balbouli,Keeper,13/14,Tunisian Cup,etoile-sportive-du-sahel,2,2,"3,00",0,0,0,0,0,0,0,0,2,210'
17153,Tunisia,Balbouli,Keeper,13/14,Ligue I Pro,etoile-sportive-du-sahel,25,25,"1,88",0,0,0,2,1,0,0,10,16,2.160'
17154,Tunisia,Balbouli,Keeper,12/13,Ligue I Pro Playoff,etoile-sportive-du-sahel,5,4,"1,50",0,0,0,1,0,0,0,5,2,357'
17155,Tunisia,Balbouli,Keeper,12/13,Ligue I Pro,etoile-sportive-du-sahel,11,11,"1,64",0,0,0,1,1,0,0,9,5,943'
17156,Tunisia,Balbouli,Keeper,11/12,Ligue I Pro,etoile-sportive-du-sahel,21,21,"1,62",0,0,0,0,1,0,1,11,12,1.873'
17157,Tunisia,Balbouli,Keeper,2012,CAF-Champions League,etoile-sportive-du-sahel,8,8,"1,38",0,0,0,0,0,0,0,7,3,720'
17158,Tunisia,Balbouli,Keeper,11/12,Tunisian Cup,etoile-sportive-du-sahel,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
17159,Tunisia,Balbouli,Keeper,10/11,Tunisian Cup,etoile-sportive-du-sahel,1,1,"0,00",0,0,0,0,1,0,0,1,0,90'
17160,Tunisia,Balbouli,Keeper,10/11,Ligue I Pro,etoile-sportive-du-sahel,15,15,"2,53",0,0,0,0,2,0,0,11,6,1.350'
17161,Tunisia,Balbouli,Keeper,09/10,Ligue I Pro,etoile-sportive-du-sahel,20,20,"1,65",0,0,0,0,3,0,0,23,4,1.800'
17162,Tunisia,Balbouli,Keeper,2009,CAF-Champions League,etoile-sportive-du-sahel,10,10,"1,50",0,0,0,0,1,0,0,8,5,900'
17163,Tunisia,Balbouli,Keeper,08/09,Ligue I Pro,etoile-sportive-du-sahel,16,16,"1,75",0,0,0,3,1,0,0,7,10,1.363'
17164,Tunisia,Balbouli,Keeper,07/08,Tunisian Cup,etoile-sportive-du-sahel,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
17165,Tunisia,Balbouli,Keeper,07/08,Ligue I Pro,etoile-sportive-du-sahel,24,24,"2,42",0,0,0,0,1,0,0,8,17,2.160'
17166,Tunisia,Balbouli,Keeper,2008,CAF-Champions League,etoile-sportive-du-sahel,4,4,"0,75",0,0,0,0,0,0,0,5,1,360'
17167,Tunisia,Balbouli,Keeper,07/08,CAF-Supercup ,etoile-sportive-du-sahel,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
17168,Tunisia,Balbouli,Keeper,07/08,Club World Cup,etoile-sportive-du-sahel,3,3,"1,00",0,0,0,1,0,0,0,3,1,273'
17169,Tunisia,Balbouli,Keeper,2007,CAF-Champions League,etoile-sportive-du-sahel,12,12,"1,83",0,0,0,0,1,0,0,5,7,1.080'
17170,Tunisia,Balbouli,Keeper,06/07,Ligue I Pro,etoile-sportive-du-sahel,23,23,"2,13",0,0,0,0,0,0,0,14,11,2.070'
17171,Tunisia,Balbouli,Keeper,06/07,CAF-Supercup ,etoile-sportive-du-sahel,1,1,"0,00",0,0,0,0,0,0,0,0,1,120'
17172,Tunisia,Balbouli,Keeper,2006,CAF-Champions League,etoile-sportive-du-sahel,2,1,"3,00",0,0,0,0,0,0,0,0,1,90'
17173,Tunisia,Balbouli,Keeper,03/04,CAF-Supercup ,etoile-sportive-du-sahel,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
17521,Australia,MathewRyan,Keeper,17/18,Premier League,brighton-amp-hove-albion,38,38,"1,05",0,0,0,0,0,0,0,54,10,3.420'
17522,Australia,MathewRyan,Keeper,17/18,EFL Cup,brighton-amp-hove-albion,1,-,0,0,0,0,0,0,0,0,0,0,0
17523,Australia,MathewRyan,Keeper,16/17,Jupiler Pro League playoff Europa League,krc-genk,2,2,"1,50",0,0,0,0,0,0,0,3,1,180'
17524,Australia,MathewRyan,Keeper,16/17,JPL Playoff II,krc-genk,10,9,"2,56",0,0,0,0,0,0,0,3,6,810'
17525,Australia,MathewRyan,Keeper,16/17,Europa League,krc-genk,6,6,"1,50",0,0,0,0,0,0,0,9,1,540'
17526,Australia,MathewRyan,Keeper,16/17,Jupiler Pro League,krc-genk,6,6,"2,17",0,0,0,0,0,0,0,4,3,540'
17527,Australia,MathewRyan,Keeper,16/17,Beker van Belgie,krc-genk,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
17528,Australia,MathewRyan,Keeper,16/17,Copa del Rey,fc-valencia,2,-,0,0,0,0,0,0,0,0,0,0,0
17529,Australia,MathewRyan,Keeper,16/17,LaLiga,fc-valencia,5,2,"0,00",0,0,0,0,0,0,0,5,0,180'
17530,Australia,MathewRyan,Keeper,15/16,LaLiga,fc-valencia,26,8,"0,50",0,0,0,0,0,0,0,9,1,720'
17531,Australia,MathewRyan,Keeper,15/16,Europa League,fc-valencia,4,4,"2,25",0,0,0,0,0,0,0,2,2,360'
17532,Australia,MathewRyan,Keeper,15/16,Copa del Rey,fc-valencia,8,7,"2,29",0,0,0,0,0,0,0,9,4,630'
17533,Australia,MathewRyan,Keeper,15/16,Champions League,fc-valencia,2,-,0,0,0,0,0,0,0,0,0,0,0
17534,Australia,MathewRyan,Keeper,15/16,Champions League Qualification,fc-valencia,2,2,"1,50",0,0,0,0,0,0,0,3,0,180'
17535,Australia,MathewRyan,Keeper,14/15,JPL Playoff I,fc-brugge,10,10,"1,60",0,0,0,0,1,0,0,16,1,900'
17536,Australia,MathewRyan,Keeper,14/15,Europa League,fc-brugge,14,14,"2,21",0,0,0,0,1,0,0,7,7,1.260'
17537,Australia,MathewRyan,Keeper,14/15,Beker van Belgie,fc-brugge,5,5,"2,60",0,0,0,0,0,0,0,4,2,450'
17538,Australia,MathewRyan,Keeper,14/15,Jupiler Pro League,fc-brugge,27,27,"2,00",0,0,0,0,2,0,0,27,9,2.430'
17539,Australia,MathewRyan,Keeper,14/15,Europa League Qualifiers,fc-brugge,2,2,"3,00",0,0,0,0,0,0,0,0,2,180'
17540,Australia,MathewRyan,Keeper,13/14,JPL Playoff I,fc-brugge,10,10,"1,60",0,0,0,0,0,0,0,11,4,900'
17541,Australia,MathewRyan,Keeper,13/14,Jupiler Pro League,fc-brugge,30,30,"2,10",0,0,0,0,3,0,0,28,11,2.700'
17542,Australia,MathewRyan,Keeper,13/14,Beker van Belgie,fc-brugge,2,2,"1,50",0,0,0,0,0,0,0,1,1,210'
17543,Australia,MathewRyan,Keeper,13/14,Europa League Qualifiers,fc-brugge,2,2,"0,50",0,0,0,0,0,0,0,4,0,180'
17544,Australia,MathewRyan,Keeper,2013,AFC Champions League,central-coast-mariners,8,8,"0,88",0,1,0,0,2,0,0,14,2,720'
17545,Australia,MathewRyan,Keeper,12/13,A-League Fin.,central-coast-mariners,2,2,"3,00",0,0,0,0,0,0,0,0,2,180'
17546,Australia,MathewRyan,Keeper,12/13,A-League,central-coast-mariners,24,23,"1,83",0,0,0,0,2,0,0,20,10,2.070'
17547,Australia,MathewRyan,Keeper,2012,AFC Champions League,central-coast-mariners,6,6,"1,00",0,0,0,0,0,0,0,11,1,540'
17548,Australia,MathewRyan,Keeper,11/12,A-League Fin.,central-coast-mariners,3,3,"0,00",0,0,0,0,0,0,0,6,0,300'
17549,Australia,MathewRyan,Keeper,11/12,A-League,central-coast-mariners,21,21,"1,95",0,0,0,0,1,0,0,14,8,1.890'
17550,Australia,MathewRyan,Keeper,10/11,A-League Fin.,central-coast-mariners,4,4,"1,00",0,0,0,0,0,0,0,6,1,390'
17551,Australia,MathewRyan,Keeper,10/11,A-League,central-coast-mariners,30,27,"1,96",0,0,0,0,1,0,0,28,12,2.430'
17552,Australia,MathewRyan,Keeper,09/10,A-League,central-coast-mariners,5,-,0,0,0,0,0,0,0,0,0,0,0
17553,Australia,BradJones,Keeper,17/18,Eredivisie,feyenoord-rotterdam,33,31,"1,84",0,0,0,0,1,0,0,35,10,2.790'
17554,Australia,BradJones,Keeper,17/18,TOTO KNVB beker,feyenoord-rotterdam,6,5,"3,00",0,0,0,0,0,0,0,1,4,450'
17555,Australia,BradJones,Keeper,17/18,Champions League,feyenoord-rotterdam,6,5,"0,00",0,0,0,0,1,0,0,13,0,450'
17556,Australia,BradJones,Keeper,17/18,Johan Cruijff Schaal,feyenoord-rotterdam,1,1,"3,00",0,0,0,0,0,0,0,1,0,120'
17557,Australia,BradJones,Keeper,16/17,Eredivisie,feyenoord-rotterdam,32,32,"2,47",0,0,0,0,0,0,0,22,17,2.880'
17558,Australia,BradJones,Keeper,16/17,KNVB Beker,feyenoord-rotterdam,4,4,"2,25",0,0,0,0,0,0,0,4,1,360'
17559,Australia,BradJones,Keeper,16/17,Europa League,feyenoord-rotterdam,6,6,"1,17",0,1,0,0,0,0,0,7,2,540'
17560,Australia,BradJones,Keeper,16/17,Johan Cruijff Schaal,feyenoord-rotterdam,1,-,0,0,0,0,0,0,0,0,0,0,0
17561,Australia,BradJones,Keeper,15/16,Eredivisie,nec-nijmegen,17,17,"1,12",0,0,0,0,0,0,0,23,4,1.530'
17562,Australia,BradJones,Keeper,15/16,League One,bradford-city,12,3,"0,33",0,0,0,0,0,0,0,6,0,270'
17563,Australia,BradJones,Keeper,15/16,FL Trophy,bradford-city,1,-,0,0,0,0,0,0,0,0,0,0,0
17564,Australia,BradJones,Keeper,14/15,Premier League,fc-liverpool,24,3,"1,33",0,0,0,1,0,0,0,5,1,196'
17565,Australia,BradJones,Keeper,14/15,FA Cup,fc-liverpool,2,-,0,0,0,0,0,0,0,0,0,0,0
17566,Australia,BradJones,Keeper,14/15,League Cup,fc-liverpool,3,2,"3,00",0,0,0,0,0,0,0,2,0,210'
17567,Australia,BradJones,Keeper,14/15,Champions League,fc-liverpool,6,-,0,0,0,0,0,0,0,0,0,0,0
17568,Australia,BradJones,Keeper,13/14,Premier League,fc-liverpool,37,-,0,0,0,0,0,0,0,0,0,0,0
17569,Australia,BradJones,Keeper,13/14,FA Cup,fc-liverpool,3,3,"2,00",0,0,0,0,0,0,0,2,2,270'
17570,Australia,BradJones,Keeper,13/14,League Cup,fc-liverpool,2,-,0,0,0,0,0,0,0,0,0,0,0
17571,Australia,BradJones,Keeper,12/13,Premier League,fc-liverpool,35,7,"1,71",0,0,0,0,0,0,0,9,2,630'
17572,Australia,BradJones,Keeper,12/13,Europa League,fc-liverpool,9,3,"2,00",0,0,0,0,0,0,0,4,1,270'
17573,Australia,BradJones,Keeper,12/13,FA Cup,fc-liverpool,2,2,"1,50",0,0,0,0,0,0,0,4,0,180'
17574,Australia,BradJones,Keeper,12/13,League Cup,fc-liverpool,2,2,"1,50",0,0,0,0,0,0,0,4,0,180'
17575,Australia,BradJones,Keeper,12/13,Europa League Qualifiers,fc-liverpool,2,1,"3,00",0,0,0,0,1,0,0,0,1,90'
17576,Australia,BradJones,Keeper,11/12,Premier League,fc-liverpool,4,1,"3,00",0,0,1,0,1,0,0,2,0,64'
17577,Australia,BradJones,Keeper,11/12,FA Cup,fc-liverpool,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
17578,Australia,BradJones,Keeper,11/12,Reserve League,fc-liverpool-u21,4,4,"1,50",0,0,0,0,0,0,0,2,2,360'
17579,Australia,BradJones,Keeper,10/11,Championship,derby-county,8,7,"0,71",0,0,0,0,0,0,0,16,1,630'
17580,Australia,BradJones,Keeper,10/11,Reserve League,fc-liverpool-u21,3,3,"0,67",0,0,0,0,0,0,0,3,0,270'
17581,Australia,BradJones,Keeper,10/11,Europa League,fc-liverpool,6,1,"1,00",0,0,0,0,0,0,0,0,1,90'
17582,Australia,BradJones,Keeper,10/11,Premier League,fc-liverpool,15,-,0,0,0,0,0,0,0,0,0,0,0
17583,Australia,BradJones,Keeper,10/11,League Cup,fc-liverpool,1,1,"0,00",0,0,0,0,0,0,0,2,0,120'
17584,Australia,BradJones,Keeper,09/10,Championship,fc-middlesbrough,31,24,"1,21",0,0,0,0,0,0,1,26,5,2.154'
17585,Australia,BradJones,Keeper,08/09,Premier League,fc-middlesbrough,37,16,"0,88",0,0,0,0,0,0,0,23,4,1.440'
17586,Australia,BradJones,Keeper,08/09,FA Cup,fc-middlesbrough,5,5,"2,00",0,0,0,0,0,0,0,5,1,450'
17587,Australia,BradJones,Keeper,08/09,League Cup,fc-middlesbrough,1,1,"0,00",0,0,0,0,0,0,0,3,0,90'
17588,Australia,BradJones,Keeper,07/08,Premier League,fc-middlesbrough,3,1,"0,00",0,0,0,0,0,0,0,3,0,90'
17589,Australia,BradJones,Keeper,07/08,League Cup,fc-middlesbrough,2,2,"1,50",0,0,0,0,0,0,0,2,1,180'
17590,Australia,BradJones,Keeper,06/07,FA Cup,fc-middlesbrough,7,2,"2,00",0,0,0,0,0,0,0,2,0,210'
17591,Australia,BradJones,Keeper,06/07,Premier League,fc-middlesbrough,2,2,"1,00",0,0,0,0,0,0,0,1,1,180'
17592,Australia,BradJones,Keeper,06/07,Championship,sheffield-wednesday,15,15,"1,33",0,0,0,0,1,0,1,19,3,1.327'
17593,Australia,BradJones,Keeper,05/06,UEFA Cup,fc-middlesbrough,9,4,"2,00",0,0,0,0,1,0,0,2,3,360'
17594,Australia,BradJones,Keeper,05/06,Premier League,fc-middlesbrough,11,9,"1,11",0,0,0,0,0,0,0,18,2,810'
17595,Australia,BradJones,Keeper,05/06,FA Cup,fc-middlesbrough,3,1,"0,00",0,0,1,0,0,0,0,1,0,48'
17596,Australia,BradJones,Keeper,05/06,League Cup,fc-middlesbrough,3,-,0,0,0,0,0,0,0,0,0,0,0
17597,Australia,BradJones,Keeper,04/05,Premier League,fc-middlesbrough,5,5,"1,20",0,0,0,0,0,0,0,3,2,450'
17598,Australia,BradJones,Keeper,04/05,League One,fc-blackpool,12,12,"1,42",0,0,0,0,0,0,0,11,4,1.080'
17599,Australia,BradJones,Keeper,03/04,League Cup,fc-middlesbrough,4,-,0,0,0,0,0,0,0,0,0,0,0
17600,Australia,BradJones,Keeper,03/04,FA Cup,fc-middlesbrough,1,-,0,0,0,0,0,0,0,0,0,0,0
17601,Australia,BradJones,Keeper,03/04,Premier League,fc-middlesbrough,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
17602,Australia,BradJones,Keeper,03/04,Second Division (bis 03/04),fc-blackpool,5,5,"1,80",0,0,0,0,1,0,0,2,3,450'
17603,Australia,BradJones,Keeper,03/04,First Division,rotherham-united,8,-,0,0,0,0,0,0,0,0,0,0,0
17604,Australia,BradJones,Keeper,02/03,Second Division (bis 03/04),stockport-county,5,1,"0,00",0,0,0,0,0,0,0,4,0,90'
17605,Australia,DannyVukovic,Keeper,17/18,Jupiler Pro League playoff Europa League,krc-genk,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
17606,Australia,DannyVukovic,Keeper,17/18,JPL Playoff I,krc-genk,10,10,"1,60",0,0,0,0,2,0,0,13,2,900'
17607,Australia,DannyVukovic,Keeper,17/18,Beker van Belgie,krc-genk,6,6,"2,00",0,0,0,0,1,0,0,8,2,630'
17608,Australia,DannyVukovic,Keeper,17/18,Jupiler Pro League,krc-genk,29,28,"1,43",0,0,0,0,2,0,0,33,8,2.520'
17609,Australia,DannyVukovic,Keeper,16/17,A-League Fin.,sydney-fc,2,2,"3,00",0,0,0,0,0,0,0,1,1,210'
17610,Australia,DannyVukovic,Keeper,16/17,A-League,sydney-fc,26,26,"2,42",0,0,0,0,1,0,0,12,15,2.340'
17611,Australia,DannyVukovic,Keeper,2016,AFC Champions League,melbourne-victory,6,3,"1,67",0,0,0,0,0,0,0,2,1,270'
17612,Australia,DannyVukovic,Keeper,15/16,A-League Fin.,melbourne-victory,1,-,0,0,0,0,0,0,0,0,0,0,0
17613,Australia,DannyVukovic,Keeper,15/16,A-League,melbourne-victory,27,23,"1,43",0,0,0,0,0,0,0,31,6,2.070'
17614,Australia,DannyVukovic,Keeper,14/15,A-League,perth-glory,26,26,"1,88",0,0,0,0,0,0,0,34,4,2.340'
17615,Australia,DannyVukovic,Keeper,2014,J.League Div.1,vegalta-sendai,5,-,0,0,0,0,0,0,0,0,0,0,0
17616,Australia,DannyVukovic,Keeper,2014,J. League Cup,vegalta-sendai,3,2,"0,50",0,0,0,0,0,0,0,5,0,180'
17617,Australia,DannyVukovic,Keeper,13/14,A-League,perth-glory,21,21,"1,00",0,0,0,0,3,0,0,27,7,1.890'
17618,Australia,DannyVukovic,Keeper,12/13,A-League Fin.,perth-glory,1,1,"0,00",0,0,0,0,0,0,0,2,0,120'
17619,Australia,DannyVukovic,Keeper,12/13,A-League,perth-glory,27,27,"1,19",0,0,0,0,3,0,0,31,4,2.430'
17620,Australia,DannyVukovic,Keeper,11/12,A-League Fin.,perth-glory,4,4,"2,25",0,0,0,0,1,0,0,5,1,420'
17621,Australia,DannyVukovic,Keeper,11/12,A-League,perth-glory,27,27,"1,59",0,0,0,0,3,0,0,35,9,2.430'
17622,Australia,DannyVukovic,Keeper,10/11,A-League Fin.,wellington-phoenix,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
17623,Australia,DannyVukovic,Keeper,10/11,A-League,wellington-phoenix,28,16,"1,63",1,0,1,0,0,0,0,15,6,1.395'
17624,Australia,DannyVukovic,Keeper,09/10,A-League,central-coast-mariners,26,26,"1,15",0,0,0,0,0,0,0,27,9,2.340'
17625,Australia,DannyVukovic,Keeper,08/09,A-League Fin.,central-coast-mariners,2,2,"0,00",0,0,0,0,0,0,0,0,0,180'
17626,Australia,DannyVukovic,Keeper,08/09,A-League,central-coast-mariners,4,4,"0,00",0,0,0,0,0,0,0,0,0,360'
17627,Australia,DannyVukovic,Keeper,07/08,A-League Fin.,central-coast-mariners,1,1,"0,00",0,0,0,0,0,0,1,0,0,90'
17628,Australia,DannyVukovic,Keeper,07/08,A-League,central-coast-mariners,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
17629,Australia,DannyVukovic,Keeper,06/07,A-League,central-coast-mariners,3,3,"0,00",0,0,0,0,0,0,0,0,0,270'
17630,Australia,DannyVukovic,Keeper,05/06,A-League,central-coast-mariners,7,7,"1,29",0,0,0,0,1,0,0,1,2,630'
17631,Australia,DannyVukovic,Keeper,05/06,A-League Fin.,central-coast-mariners,1,1,"0,00",0,0,0,0,0,0,0,0,0,90'
18069,Iran,AlirezaBeiranvand,Keeper,2018,AFC Champions League,persepolis-fc,8,8,"2,00",0,0,0,0,1,0,0,7,5,720'
18070,Iran,AlirezaBeiranvand,Keeper,17/18,Persian Gulf Pro League,persepolis-fc,27,27,"2,15",0,0,0,0,2,0,0,12,17,2.430'
18071,Iran,AlirezaBeiranvand,Keeper,17/18,Hazfi Cup,persepolis-fc,3,3,"2,00",0,0,0,0,0,0,0,2,1,300'
18072,Iran,AlirezaBeiranvand,Keeper,17/18,Iran Super Cup,persepolis-fc,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
18073,Iran,AlirezaBeiranvand,Keeper,2017,AFC Champions League,persepolis-fc,12,12,"1,50",0,0,0,0,1,0,0,17,4,1.080'
18074,Iran,AlirezaBeiranvand,Keeper,16/17,Persian Gulf Pro League,persepolis-fc,25,24,"2,33",0,0,0,0,2,0,0,11,17,2.160'
18075,Iran,AlirezaBeiranvand,Keeper,15/16,Persian Gulf Pro League,naft-teheran,23,19,"1,79",0,0,0,1,0,0,0,12,9,1.665'
18076,Iran,AlirezaBeiranvand,Keeper,2016,AFC CL-Qualification,naft-teheran,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
18077,Iran,AlirezaBeiranvand,Keeper,2015,AFC Champions League,naft-teheran,10,10,"1,10",0,0,0,0,3,0,0,13,2,900'
18078,Iran,AlirezaBeiranvand,Keeper,14/15,Hazfi Cup,naft-teheran,2,2,"1,50",0,0,0,0,0,0,0,4,0,210'
18079,Iran,AlirezaBeiranvand,Keeper,14/15,Persian Gulf Pro League,naft-teheran,26,26,"1,85",0,0,0,0,3,0,0,25,10,2.340'
18080,Iran,AlirezaBeiranvand,Keeper,2015,AFC CL-Qualification,naft-teheran,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
18081,Iran,AlirezaBeiranvand,Keeper,13/14,Persian Gulf Pro League,naft-teheran,23,23,"1,78",0,0,0,0,1,0,0,14,11,2.070'
18082,Iran,AlirezaBeiranvand,Keeper,12/13,Persian Gulf Pro League,naft-teheran,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
18083,Iran,AmirAbedzadeh,Keeper,17/18,Liga NOS,cs-maritimo,33,8,"1,75",0,0,0,0,1,0,1,9,1,670'
18084,Iran,AmirAbedzadeh,Keeper,17/18,Taça CTT,cs-maritimo,4,4,"2,00",0,0,0,0,0,0,0,2,3,360'
18085,Iran,AmirAbedzadeh,Keeper,17/18,Taça de Portugal Placard,cs-maritimo,3,3,"2,00",0,0,0,0,0,0,0,2,2,330'
18086,Iran,AmirAbedzadeh,Keeper,17/18,Europa League Qualifiers,cs-maritimo,4,-,0,0,0,0,0,0,0,0,0,0,0
18087,Iran,AmirAbedzadeh,Keeper,16/17,Liga NOS,cs-maritimo,11,-,0,0,0,0,0,0,0,0,0,0,0
18088,Iran,AmirAbedzadeh,Keeper,16/17,Taça de Portugal Placard,fc-barreirense,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
18089,Iran,AmirAbedzadeh,Keeper,14/15,Persian Gulf Pro League,rah-ahan-sorinet-fc,10,9,"0,89",0,0,1,0,0,0,0,13,3,776'
18090,Iran,AmirAbedzadeh,Keeper,13/14,Persian Gulf Pro League,persepolis-fc,1,-,0,0,0,0,0,0,0,0,0,0,0
18091,Iran,AmirAbedzadeh,Keeper,2012,USL,orange-county-blues,10,10,"1,00",0,0,0,0,0,0,0,11,2,900'
18092,Iran,AmirAbedzadeh,Keeper,2011,USL,orange-county-blues,5,4,"1,75",0,0,0,0,0,0,0,5,0,360'
18093,Iran,MohammadRashidMazaheri,Keeper,2018,AFC Champions League,zob-ahan-esfahan,8,8,"1,25",0,0,0,0,1,0,0,11,3,720'
18094,Iran,MohammadRashidMazaheri,Keeper,17/18,Persian Gulf Pro League,zob-ahan-esfahan,30,29,"1,86",0,0,0,0,2,0,0,30,11,2.610'
18095,Iran,MohammadRashidMazaheri,Keeper,2018,AFC CL-Qualification,zob-ahan-esfahan,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
18096,Iran,MohammadRashidMazaheri,Keeper,17/18,Hazfi Cup,zob-ahan-esfahan,1,1,"0,00",0,0,0,0,0,0,0,1,0,120'
18097,Iran,MohammadRashidMazaheri,Keeper,2017,AFC Champions League,zob-ahan-esfahan,6,6,"1,17",0,0,0,0,0,0,0,9,1,540'
